index,VIN (1-10),DOL Vehicle ID,Model Year,Make,Model,New or Used Vehicle,Sale Date,Transaction Type,Transaction Date,Year,County,City,Postal Code
338398,5YJSA1E66P,245525388,2023,TESLA,Model S,New,June 17 2023,Original Title,July 18 2023,2023,King,SEATTLE,98116.0
338404,WBY8P2C00L,132197810,2020,BMW,i3,New,November 07 2020,Original Title,November 23 2020,2020,King,SEATTLE,98122.0
338719,WMEFJ9BA6J,147609178,2018,SMART,EQ Fortwo,New,,Original Registration,June 19 2018,2018,King,TUKWILA,98168.0
338785,7FCTGCAA5R,272414929,2024,RIVIAN,R1T,New,June 15 2024,Original Title,August 09 2024,2024,King,SEATTLE,98199.0
338837,WMZ23BS09N,157739242,2022,MINI,Countryman,New,June 06 2021,Original Title,June 28 2021,2021,Snohomish,BOTHELL,98012.0
338976,WAUEJBFW4N,195416896,2022,AUDI,e-tron GT,New,,Original Registration,March 24 2022,2022,King,MERCER ISLAND,98040.0
339026,YV4H60DP8N,200536073,2022,VOLVO,XC60,New,April 30 2022,Original Title,May 16 2022,2022,Kitsap,KINGSTON,98346.0
339029,YV4H60DP3R,252641987,2024,VOLVO,XC60,New,July 31 2023,Original Title,August 11 2023,2023,Kitsap,KINGSTON,98346.0
339033,YV4H600A4P,221226400,2023,VOLVO,XC90,New,November 16 2022,Original Title,December 02 2022,2022,Kitsap,KINGSTON,98346.0
339036,YV4H60DP0P,224091738,2023,VOLVO,XC60,New,November 16 2022,Original Title,December 02 2022,2022,Kitsap,KINGSTON,98346.0
339048,YV4H60DP6R,263252748,2024,VOLVO,XC60,New,,Original Registration,March 21 2024,2024,Kitsap,KINGSTON,98346.0
339090,YV4ED3UWXP,256002232,2023,VOLVO,XC40,New,August 31 2023,Original Title,September 20 2023,2023,Klickitat,WHITE SALMON,98672.0
339101,3FMTK3R74P,233943566,2023,FORD,Mustang Mach-E,New,March 04 2023,Original Title,March 16 2023,2023,Clark,VANCOUVER,98665.0
339104,2C4RC1L76H,218964532,2017,CHRYSLER,Pacifica,New,October 22 2017,Original Title,November 14 2017,2017,Clark,VANCOUVER,98685.0
339157,YV4ED3GK1P,241724024,2023,VOLVO,C40,New,,Original Registration,June 14 2023,2023,King,SEATTLE,98199.0
339304,YV4H60DL6P,228231811,2023,VOLVO,XC60,New,,Original Registration,February 03 2023,2023,King,SEATTLE,98126.0
339410,WAUTPBF22M,168522994,2021,AUDI,A7 e,New,,Original Registration,May 26 2021,2021,King,REDMOND,98052.0
339617,ZFAFFAA45R,267914244,2024,FIAT,500e,New,,Original Registration,July 11 2024,2024,King,REDMOND,98052.0
339690,1FTBW1YK1N,228505630,2022,FORD,Transit,New,January 02 2023,Original Title,January 27 2023,2023,King,SEATTLE,98144.0
339750,5YJSA1CP8C,202468045,2012,TESLA,Model S,New,January 08 2013,Original Title,January 25 2013,2013,King,BELLEVUE,98006.0
339860,WBY7Z6C54J,350036816,2018,BMW,i3,New,March 18 2018,Original Title,April 20 2018,2018,King,REDMOND,98052.0
339977,5YJXCDE40H,111575551,2017,TESLA,Model X,New,,Original Registration,November 15 2017,2017,Clark,VANCOUVER,98665.0
340088,5YJSA1DN4C,210143419,2012,TESLA,Model S,New,December 05 2012,Original Title,January 09 2013,2013,King,SEATTLE,98122.0
340273,7JRBR0FL7M,138971276,2021,VOLVO,S60,New,December 31 2020,Original Title,January 28 2021,2021,King,SEATTLE,98199.0
340370,3FMTK3R42P,260382090,2023,FORD,Mustang Mach-E,New,December 31 2023,Original Title,January 31 2024,2024,King,SEATTLE,98144.0
340441,YV4H600Z6N,205165460,2022,VOLVO,XC90,New,,Original Registration,June 29 2022,2022,King,SEATTLE,98116.0
340677,1G1RD6S52G,180914548,2016,CHEVROLET,Volt,New,,Original Title,December 09 2015,2015,Clark,VANCOUVER,98683.0
340771,JTMAB3FV0N,207687329,2022,TOYOTA,RAV4 Prime,New,,Original Registration,June 17 2022,2022,King,SEATTLE,98144.0
340777,WVWPR7AU1K,8708220,2019,VOLKSWAGEN,e-Golf,New,January 03 2020,Original Title,January 23 2020,2020,King,SEATTLE,98116.0
340872,5YJXCBE44L,1901987,2020,TESLA,Model X,New,December 19 2019,Original Title,January 10 2020,2020,King,BELLEVUE,98008.0
340938,WBY7Z6C5XJ,307843406,2018,BMW,i3,New,,Original Registration,September 12 2018,2018,King,MERCER ISLAND,98040.0
341157,YV4BR0CL9N,193985186,2022,VOLVO,XC90,New,February 17 2022,Original Title,March 10 2022,2022,King,SEATTLE,98199.0
341335,WP0AH2A74J,168880617,2018,PORSCHE,Panamera,New,,Original Registration,September 07 2018,2018,Cowlitz,LONGVIEW,98632.0
341497,W1KCG5FB9R,261144152,2024,MERCEDES-BENZ,EQS-Class Sedan,New,January 25 2024,Original Title,February 12 2024,2024,King,BELLEVUE,98008.0
341618,1N4AZ1BV2S,269835814,2025,NISSAN,Leaf,New,August 03 2024,Original Title,August 14 2024,2024,Kitsap,BREMERTON,98312.0
341660,WA1F2AFY5N,195090948,2022,AUDI,Q5,New,,Original Registration,February 17 2022,2022,Clark,CAMAS,98607.0
342135,1G1RD6S52J,475219937,2018,CHEVROLET,Volt,New,August 20 2018,Original Title,September 28 2018,2018,Clark,VANCOUVER,98686.0
342314,5LMYJ8XY5N,204606797,2022,LINCOLN,Aviator,New,,Original Registration,June 14 2022,2022,King,SEATTLE,98117.0
342325,3GNKDBRJ2R,267375706,2024,CHEVROLET,Blazer EV,New,,Original Registration,June 25 2024,2024,King,BELLEVUE,98008.0
342549,KMHM24AA4R,269518840,2024,HYUNDAI,Ioniq 6,New,May 31 2024,Original Title,June 29 2024,2024,Clark,CAMAS,98607.0
342550,YV4BR0DM1J,102106658,2018,VOLVO,XC60,New,,Original Registration,October 26 2017,2017,Kitsap,HANSVILLE,98340.0
342578,WAUFJBFW0P,238732392,2023,AUDI,e-tron GT,New,,Original Registration,July 13 2023,2023,King,RENTON,98055.0
342614,JN1AF0BA1R,265950863,2024,NISSAN,ARIYA,New,April 28 2024,Original Title,May 16 2024,2024,King,SEATTLE,98103.0
342626,SALKP9F44P,228739325,2023,LAND ROVER,Range Rover,New,January 31 2023,Original Title,February 14 2023,2023,King,ISSAQUAH,98029.0
342682,3MW5P9J03M,161054365,2021,BMW,330e,New,May 25 2021,Original Title,June 18 2021,2021,King,SEATTLE,98122.0
342685,YV4H60RC3S,273689776,2025,VOLVO,XC60,New,September 14 2024,Original Title,September 20 2024,2024,Clark,CAMAS,98607.0
342773,W1N0G5DB7L,124696463,2020,MERCEDES-BENZ,GLC-Class,New,,Original Registration,November 06 2020,2020,King,SEATTLE,98119.0
343343,1G1FW6S0XL,102744589,2020,CHEVROLET,Bolt EV,New,,Original Registration,March 17 2020,2020,Snohomish,BOTHELL,98012.0
343365,WP1AN2AY3R,275804301,2024,PORSCHE,Cayenne,New,July 09 2024,Original Title,August 27 2024,2024,King,SEATTLE,98116.0
343369,YV4H60DN8P,268131972,2023,VOLVO,XC60,New,June 20 2024,Original Title,August 05 2024,2024,King,SEATTLE,98103.0
343404,1GYKPRRK9R,271684367,2024,CADILLAC,Lyriq,New,August 25 2024,Original Title,September 25 2024,2024,King,SEATTLE,98119.0
343436,LYVBR0DM6K,277755677,2019,VOLVO,XC60,New,,Original Registration,February 08 2019,2019,King,KIRKLAND,98033.0
343463,1FTVW1BK0R,271766750,2024,FORD,F-150,New,July 22 2024,Original Title,August 05 2024,2024,Kitsap,BREMERTON,98337.0
343465,1FTVW1BK9R,273868164,2024,FORD,F-150,New,August 13 2024,Original Title,September 11 2024,2024,Kitsap,BREMERTON,98337.0
343489,3FMTK4SXXN,200813805,2022,FORD,Mustang Mach-E,New,May 05 2022,Original Title,June 04 2022,2022,King,SEATTLE,98103.0
343502,KNDCD3LD5L,121817587,2020,KIA,Niro,New,August 30 2020,Original Title,September 21 2020,2020,King,SEATTLE,98107.0
343656,WBA33AG00M,166357271,2021,BMW,530e,New,June 10 2021,Original Title,June 28 2021,2021,Thurston,LACEY,98516.0
343660,3GPKHWRM6R,269954646,2024,HONDA,Prologue,New,,Original Registration,August 28 2024,2024,King,SEATTLE,98118.0
343678,YV4H60RM8S,269783937,2025,VOLVO,XC60,New,August 28 2024,Original Title,September 13 2024,2024,Thurston,TENINO,98589.0
343703,2C4RC1L75K,328496339,2019,CHRYSLER,Pacifica,New,July 30 2019,Original Title,August 08 2019,2019,Kitsap,BREMERTON,98310.0
343814,YV4H60DL1P,229767744,2023,VOLVO,XC60,New,,Original Registration,February 03 2023,2023,King,SEATTLE,98115.0
343888,YV4ED3UW9P,238839660,2023,VOLVO,XC40,New,,Original Registration,May 11 2023,2023,King,SEATTLE,98116.0
343902,5YJSA1DP0C,219919941,2012,TESLA,Model S,New,November 29 2012,Original Registration,January 02 2013,2013,King,MEDINA,98039.0
343921,JTMCB3FV7R,259941153,2024,TOYOTA,RAV4 Prime,New,,Original Registration,January 05 2024,2024,King,SEATTLE,98199.0
343936,3MW5P9J04M,185719964,2021,BMW,330e,New,,Original Registration,December 06 2021,2021,King,SEATTLE,98144.0
344255,5NMMCET14R,268481839,2024,GENESIS,GV70,New,May 20 2024,Original Title,June 12 2024,2024,King,BELLEVUE,98005.0
344292,WP0AD2Y16P,250954070,2023,PORSCHE,Taycan,New,September 05 2023,Original Title,September 27 2023,2023,King,BELLEVUE,98005.0
344380,5YJSA1E48F,127096868,2015,TESLA,Model S,New,September 25 2015,Original Registration,October 20 2015,2015,King,KIRKLAND,98033.0
344620,5LMTJ5DZXN,233042631,2022,LINCOLN,Corsair,New,,Original Registration,March 03 2023,2023,Clark,RIDGEFIELD,98642.0
344997,LPSEG3KA9N,201969365,2022,POLESTAR,PS2,New,,Original Registration,June 07 2022,2022,King,BURIEN,98146.0
344999,YV4ER3GL2R,271422525,2024,VOLVO,C40,New,August 11 2024,Original Title,September 13 2024,2024,King,BURIEN,98146.0
345303,WP0AE2A73J,474567509,2018,PORSCHE,Panamera,New,March 19 2019,Original Title,April 17 2019,2019,King,BELLEVUE,98005.0
345571,5YJXCAE48K,280784283,2019,TESLA,Model X,New,,Original Registration,June 14 2019,2019,King,BELLEVUE,98005.0
346189,1G1FZ6S09M,156834114,2021,CHEVROLET,Bolt EV,New,,Original Registration,May 25 2021,2021,Clark,CAMAS,98607.0
346250,1V2BMPE86R,267632039,2024,VOLKSWAGEN,ID.4,New,May 25 2024,Original Title,July 08 2024,2024,King,SEATTLE,98199.0
346512,YV4H60DN7P,229414146,2023,VOLVO,XC60,New,,Original Registration,February 17 2023,2023,King,SEATTLE,98116.0
346593,SALWR2RY3L,144576687,2020,LAND ROVER,Range Rover Sport,New,,Original Registration,March 18 2021,2021,King,SEATTLE,98112.0
346646,YV4ED3UW5P,229769060,2023,VOLVO,XC40,New,,Original Registration,January 18 2023,2023,King,SEATTLE,98126.0
346711,SADHC2S17L,100770295,2020,JAGUAR,I-PACE,New,,Original Registration,February 28 2020,2020,King,ISSAQUAH,98029.0
346869,1G1RC6S58G,249476979,2016,CHEVROLET,Volt,New,,Original Title,February 01 2016,2016,King,SEATTLE,98126.0
347143,YV4ED3UR0M,161138589,2021,VOLVO,XC40,New,May 25 2021,Original Title,June 28 2021,2021,King,SEATTLE,98112.0
347438,JTMCB3FV3N,218276747,2022,TOYOTA,RAV4 Prime,New,,Original Registration,September 19 2022,2022,Clark,LA CENTER,98629.0
347489,WP0AC2Y11M,151005816,2021,PORSCHE,Taycan,New,March 16 2021,Original Title,March 16 2021,2021,Snohomish,BOTHELL,98012.0
347723,KNDC44LAXR,267312251,2024,KIA,EV6,New,,Original Registration,July 17 2024,2024,Clark,LA CENTER,98629.0
348149,1G1RE6E4XD,246465915,2013,CHEVROLET,Volt,New,August 22 2013,Original Registration,September 17 2013,2013,King,SEATTLE,98144.0
348224,5LMTJ5DZ6N,229604210,2022,LINCOLN,Corsair,New,,Original Registration,February 07 2023,2023,Cowlitz,LONGVIEW,98632.0
348290,KNDC5DLE9P,258227301,2023,KIA,EV6,New,November 11 2023,Original Title,January 05 2024,2024,King,MERCER ISLAND,98040.0
348371,KNDCM3LD6K,262095515,2019,KIA,Niro,New,September 27 2019,Original Title,October 07 2019,2019,Clark,CAMAS,98607.0
348407,5YJXCDE49K,214793932,2019,TESLA,Model X,New,June 22 2019,Original Title,July 09 2019,2019,King,RENTON,98057.0
348434,5YJSA1H24E,233349189,2014,TESLA,Model S,New,December 31 2014,Original Registration,February 05 2015,2015,King,KIRKLAND,98033.0
348478,WDC0G5EB0J,198637575,2018,MERCEDES-BENZ,GLC-Class,New,August 28 2018,Original Title,November 14 2018,2018,King,BELLEVUE,98006.0
348639,YV4H600AXP,234903966,2023,VOLVO,XC90,New,,Original Registration,April 06 2023,2023,King,SEATTLE,98199.0
348848,WA1G2AFY2N,193163540,2022,AUDI,Q5,New,February 07 2022,Original Title,March 07 2022,2022,King,SEATTLE,98118.0
348936,WVWKR7AU3J,117975294,2018,VOLKSWAGEN,e-Golf,New,February 02 2019,Original Title,February 26 2019,2019,King,BELLEVUE,98005.0
349038,WP1BE2AY8N,218308625,2022,PORSCHE,Cayenne,New,,Original Registration,October 10 2022,2022,King,SEATTLE,98199.0
349049,WP0AB2Y12M,168775267,2021,PORSCHE,Taycan,New,,Original Registration,August 06 2021,2021,King,SAMMAMISH,98075.0
349122,4W5KHNRL3R,270128351,2024,ACURA,ZDX,New,August 18 2024,Original Title,September 20 2024,2024,King,SEATTLE,98103.0
349264,WAUUPBFF5J,334961973,2018,AUDI,A3,New,March 05 2018,Original Title,April 04 2018,2018,King,ISSAQUAH,98027.0
349369,7JRBR0FL6N,198759746,2022,VOLVO,S60,New,,Original Registration,May 19 2022,2022,King,BELLEVUE,98006.0
349450,KNAGV4LD3L,320814840,2020,KIA,Optima,New,,Original Registration,November 13 2019,2019,King,SEATTLE,98105.0
349463,YV1BK0EP4M,152584134,2021,VOLVO,V60,New,,Original Registration,June 01 2021,2021,King,SEATTLE,98119.0
349469,YV4EH3BM8R,264458666,2024,VOLVO,C40,New,February 10 2024,Original Title,March 13 2024,2024,King,SEATTLE,98199.0
349545,JM3KJEHA9S,271731316,2025,MAZDA,CX-70,New,August 18 2024,Original Title,September 10 2024,2024,King,FEDERAL WAY,98023.0
350331,YV4ER3XL0R,259896423,2024,VOLVO,XC40,New,November 16 2023,Original Title,December 12 2023,2023,King,SEATTLE,98103.0
350436,KNDAA5S28R,271738505,2024,KIA,EV9,New,,Original Registration,September 27 2024,2024,King,TUKWILA,98188.0
350473,4JGGM1CB2R,265718799,2024,MERCEDES-BENZ,EQE-Class SUV,New,,Original Registration,May 31 2024,2024,Snohomish,BOTHELL,98012.0
350585,KNDCM3LD3K,3267771,2019,KIA,Niro,New,,Original Registration,January 08 2020,2020,King,SEATTLE,98146.0
350598,5YJXCDE28K,5001370,2019,TESLA,Model X,New,December 15 2019,Original Title,January 08 2020,2020,Kitsap,BREMERTON,98312.0
350680,WAUAHBFW1N,227152390,2022,AUDI,RS e-tron GT,New,November 30 2022,Original Title,December 07 2022,2022,Clark,WASHOUGAL,98671.0
350701,1G1RC6E4XE,124482389,2014,CHEVROLET,Volt,New,October 31 2014,Original Registration,November 13 2014,2014,King,FEDERAL WAY,98003.0
350744,YV1H60EP9P,235894536,2023,VOLVO,V60,New,March 31 2023,Original Title,April 20 2023,2023,King,SEATTLE,98109.0
351029,WAUSPBFF1J,251675819,2018,AUDI,A3,New,,Original Registration,July 05 2018,2018,King,BELLEVUE,98008.0
351044,3FMTK3R77M,176507866,2021,FORD,Mustang Mach-E,New,,Original Registration,September 22 2021,2021,King,SEATTLE,98105.0
351131,YV4BR0CZ0N,195012422,2022,VOLVO,XC90,New,,Original Registration,March 29 2022,2022,Snohomish,BOTHELL,98012.0
351295,W1KCG4EB4N,227356797,2022,MERCEDES-BENZ,EQS-Class Sedan,New,,Original Registration,February 06 2023,2023,King,MERCER ISLAND,98040.0
351394,WA13ABGE8L,136763133,2020,AUDI,e-tron Sportback,New,,Original Registration,January 13 2021,2021,King,BELLEVUE,98004.0
351431,1G1RC6E47E,123588524,2014,CHEVROLET,Volt,New,October 31 2014,Original Title,November 13 2014,2014,King,FEDERAL WAY,98003.0
351532,WP1AE2AY2R,267479705,2024,PORSCHE,Cayenne,New,June 04 2024,Original Title,June 11 2024,2024,King,RENTON,98056.0
351561,WBY2Z2C35H,142239625,2017,BMW,i8,New,May 18 2018,Original Title,May 21 2018,2018,Clark,VANCOUVER,98683.0
351970,1G1FX6S00K,298960175,2019,CHEVROLET,Bolt EV,New,,Original Registration,June 25 2019,2019,Thurston,LACEY,98503.0
352184,2C4RC1L78H,345392470,2017,CHRYSLER,Pacifica,New,December 16 2017,Original Title,January 16 2018,2018,Kitsap,SILVERDALE,98383.0
352246,YV4BR0CL8M,151408533,2021,VOLVO,XC90,New,April 18 2021,Original Title,April 29 2021,2021,King,FEDERAL WAY,98023.0
352274,KNDCD3LDXJ,322449844,2018,KIA,Niro,New,,Original Registration,August 17 2018,2018,King,SEATTLE,98199.0
352289,WA12ABGE8L,131661001,2020,AUDI,e-tron Sportback,New,,Original Registration,December 02 2020,2020,King,SEATTLE,98105.0
352443,5LMYJ8XY7M,144506442,2021,LINCOLN,Aviator,New,,Original Registration,February 22 2021,2021,Thurston,OLYMPIA,98501.0
352539,3FA6P0SU2F,240854687,2015,FORD,Fusion,New,November 16 2014,Original Registration,December 19 2014,2014,Thurston,OLYMPIA,98516.0
352544,LPSEG3KA5N,202244423,2022,POLESTAR,PS2,New,May 09 2022,Original Title,May 18 2022,2022,King,SNOQUALMIE,98065.0
352553,YV4BR00Z1N,186993474,2022,VOLVO,XC90,New,,Original Registration,February 09 2022,2022,King,SEATTLE,98105.0
352596,YV4H60DL0P,236065672,2023,VOLVO,XC60,New,,Original Registration,April 20 2023,2023,King,SEATTLE,98118.0
352681,WA14AAGE8R,249630657,2024,AUDI,Q8,New,,Original Registration,August 21 2023,2023,King,SEATTLE,98126.0
352969,1FADP3R40F,197029948,2015,FORD,Focus,New,September 05 2015,Original Title,October 02 2015,2015,King,SEATTLE,98105.0
353015,KNDCD3LD7L,166789304,2020,KIA,Niro,New,,Original Registration,July 14 2021,2021,Thurston,LACEY,98516.0
353334,YV4H60RM5S,270804558,2025,VOLVO,XC60,New,,Original Registration,August 13 2024,2024,Thurston,OLYMPIA,98501.0
353374,WAUBHBFW6R,260750745,2024,AUDI,RS e-tron GT,New,,Original Registration,January 25 2024,2024,King,ISSAQUAH,98029.0
353510,WMEEJ9AA4D,118372712,2013,SMART,Fortwo Electric Drive,New,,Original Registration,August 30 2013,2013,Jefferson,PORT TOWNSEND,98368.0
353520,WBY7Z6C56J,102038002,2018,BMW,i3,New,June 27 2018,Original Title,August 06 2018,2018,King,SNOQUALMIE,98065.0
353710,WBY8P6C0XL,123703429,2020,BMW,i3,New,August 30 2020,Original Title,September 18 2020,2020,King,SEATTLE,98122.0
353889,YV4H600N7P,259090702,2023,VOLVO,XC90,New,,Original Registration,November 27 2023,2023,King,BELLEVUE,98006.0
353906,WP1AE2AY6M,153744384,2021,PORSCHE,Cayenne,New,April 13 2021,Original Title,May 13 2021,2021,King,ISSAQUAH,98027.0
354046,SADHC2S19L,124426739,2020,JAGUAR,I-PACE,New,September 27 2020,Original Title,October 26 2020,2020,King,SEATTLE,98199.0
354181,YV4BR0DL4L,1870158,2020,VOLVO,XC60,New,November 27 2019,Original Title,December 16 2019,2019,Clark,WASHOUGAL,98671.0
354364,WA1VAAGE4M,148771031,2021,AUDI,e-tron,New,,Original Registration,April 14 2021,2021,Snohomish,BOTHELL,98012.0
354405,KM8K53AG2L,112462059,2020,HYUNDAI,Kona,New,July 08 2020,Original Title,July 23 2020,2020,King,SEATTLE,98126.0
354555,3MW5P9J01M,171174846,2021,BMW,330e,New,,Original Registration,August 13 2021,2021,King,SEATTLE,98116.0
354605,KMUKCDTC4P,252183634,2023,GENESIS,GV60,New,,Original Registration,October 04 2023,2023,King,SEATTLE,98118.0
354689,LYVBR0DL2J,105027730,2018,VOLVO,XC60,New,April 06 2018,Original Title,May 04 2018,2018,King,YARROW POINT,98004.0
354690,4W5XHPRL1R,273661804,2024,ACURA,ZDX,New,August 31 2024,Original Title,September 25 2024,2024,King,YARROW POINT,98004.0
354919,4JGGM2CB4P,249971851,2023,MERCEDES-BENZ,EQE-Class SUV,New,July 15 2023,Original Title,August 10 2023,2023,King,BELLEVUE,98006.0
355058,1G1RC6S55G,193059660,2016,CHEVROLET,Volt,New,,Original Title,November 03 2015,2015,King,BOTHELL,98011.0
355131,YV4H60DL6N,207235094,2022,VOLVO,XC60,New,June 10 2022,Original Title,June 30 2022,2022,King,REDMOND,98052.0
355294,1FADP3R41F,241327635,2015,FORD,Focus,New,July 01 2015,Original Registration,July 30 2015,2015,King,SHORELINE,98133.0
355451,WP0AD2Y18P,228484147,2023,PORSCHE,Taycan,New,,Original Registration,February 09 2023,2023,Snohomish,MILL CREEK,98012.0
355542,50EA1PFA7P,257830891,2023,LUCID,Air,New,August 12 2023,Original Title,October 19 2023,2023,King,SEATTLE,98115.0
355563,KM8S6DA26P,259687732,2023,HYUNDAI,Santa Fe,New,,Original Registration,January 02 2024,2024,King,SEATTLE,98146.0
355598,WA1DAAGE4R,256295364,2024,AUDI,Q8,New,September 18 2023,Original Title,October 11 2023,2023,King,SNOQUALMIE,98065.0
355658,1N4AZ1BP9L,124678326,2020,NISSAN,Leaf,New,,Original Registration,September 29 2020,2020,Kitsap,BAINBRIDGE ISLAND,98110.0
355841,YV4BR00ZXN,195404002,2022,VOLVO,XC90,New,,Original Registration,March 25 2022,2022,King,MERCER ISLAND,98040.0
356444,1N4BZ1CV6M,151237306,2021,NISSAN,Leaf,New,,Original Registration,April 01 2021,2021,King,SEATTLE,98136.0
356509,KMHC05LH0K,193621172,2019,HYUNDAI,Ioniq,New,June 22 2019,Original Title,July 01 2019,2019,Clark,BATTLE GROUND,98604.0
356920,JN1CF0BB8P,264799769,2023,NISSAN,ARIYA,New,April 06 2024,Original Title,July 31 2024,2024,Snohomish,BOTHELL,98012.0
356943,WBY33FK08R,263272257,2024,BMW,i5,New,April 30 2024,Original Title,July 31 2024,2024,Snohomish,MILL CREEK,98012.0
357008,WVGKMPE28M,171030954,2021,VOLKSWAGEN,ID.4,New,,Original Registration,August 26 2021,2021,Thurston,OLYMPIA,98506.0
357369,WVWPP7AU7G,111318700,2016,VOLKSWAGEN,e-Golf,New,December 30 2016,Original Title,January 20 2017,2017,Clark,VANCOUVER,98685.0
357372,WBY2Z6C58K,133176053,2019,BMW,i8,New,April 28 2019,Original Title,May 14 2019,2019,Thurston,OLYMPIA,98502.0
357381,JTJHKCFZ6S,267297936,2025,LEXUS,NX,New,,Original Registration,July 17 2024,2024,King,SEATTLE,98126.0
357659,3GPKHVRJ9R,270973363,2024,HONDA,Prologue,New,August 07 2024,Original Title,August 30 2024,2024,King,SEATTLE,98126.0
357758,JA3215H17C,187757881,2012,MITSUBISHI,i-MiEV,New,February 26 2012,Original Title,March 07 2012,2012,Clark,WASHOUGAL,98671.0
357882,WA142BFZ8P,251231599,2023,AUDI,Q4,New,August 11 2023,Original Title,September 19 2023,2023,King,SEATTLE,98112.0
357923,JTMFB3FV4N,195740597,2022,TOYOTA,RAV4 Prime,New,February 28 2022,Original Title,March 11 2022,2022,King,MERCER ISLAND,98040.0
357955,WAUBHBFW6P,228202376,2023,AUDI,RS e-tron GT,New,December 08 2022,Original Title,January 10 2023,2023,King,SEATTLE,98118.0
357984,5YJSA1E10G,122057946,2016,TESLA,Model S,New,July 29 2016,Original Registration,August 05 2016,2016,King,BELLEVUE,98005.0
358160,YSMFG3KA6R,257880143,2024,POLESTAR,PS2,New,,Original Registration,July 30 2024,2024,King,SEATTLE,98103.0
358300,WA1F2BFY8N,196699919,2022,AUDI,Q5,New,,Original Registration,April 21 2022,2022,King,SEATTLE,98112.0
358458,WBY33AW03N,211245471,2022,BMW,i4,New,,Original Registration,August 29 2022,2022,King,SEATTLE,98144.0
358818,YV4BC0PK1G,187942800,2016,VOLVO,XC90,New,October 30 2016,Original Title,November 10 2016,2016,King,SNOQUALMIE,98065.0
359566,3GPKHZRJ4R,270080695,2024,HONDA,Prologue,New,,Original Registration,September 18 2024,2024,King,RENTON,98056.0
359570,YV4BR0DK2L,9719706,2020,VOLVO,XC60,New,,Original Registration,March 03 2020,2020,King,RENTON,98056.0
359635,KMHCX5LD0N,195866541,2022,HYUNDAI,Ioniq,New,,Original Registration,March 01 2022,2022,Clark,VANCOUVER,98661.0
360662,VCF1EBU26P,264351489,2023,FISKER,Ocean,New,,Original Registration,April 04 2024,2024,Snohomish,BOTHELL,98021.0
360819,5YJSA1E46K,477338746,2019,TESLA,Model S,New,,Original Registration,January 22 2020,2020,King,LAKE FOREST PARK,98155.0
361029,WBY8P6C57K,2961836,2019,BMW,i3,New,December 12 2019,Original Title,December 12 2019,2019,King,SEATTLE,98105.0
361097,3FMTK2R76M,186261897,2021,FORD,Mustang Mach-E,New,November 23 2021,Original Title,December 29 2021,2021,King,SEATTLE,98116.0
361190,KNDCD3LD3L,144355844,2020,KIA,Niro,New,,Original Registration,March 10 2021,2021,Kitsap,POULSBO,98370.0
361660,7FCTGAAA2R,270839082,2024,RIVIAN,R1T,New,,Original Registration,August 06 2024,2024,King,SNOQUALMIE,98065.0
361823,KNDCD3LDXM,176550048,2021,KIA,Niro,New,August 20 2021,Original Title,September 17 2021,2021,King,SEATTLE,98103.0
361996,4JGGM2CB0P,262908950,2023,MERCEDES-BENZ,EQE-Class SUV,New,April 06 2024,Original Title,April 29 2024,2024,King,SEATTLE,98108.0
362026,KM8K23AGXK,282573784,2019,HYUNDAI,Kona,New,August 20 2019,Original Title,August 23 2019,2019,Thurston,OLYMPIA,98506.0
362194,WBA5P9C04M,146885014,2021,BMW,330e,New,March 12 2021,Original Title,March 31 2021,2021,King,SEATTLE,98118.0
362289,5YJSA1BG2D,215266824,2013,TESLA,Model S,New,June 23 2013,Original Registration,June 28 2013,2013,Snohomish,LYNNWOOD,98087.0
362290,KNDC34LB6R,268619655,2024,KIA,EV6,New,,Original Registration,June 03 2024,2024,King,SEATTLE,98119.0
362311,W1N0G5DB4L,135054454,2020,MERCEDES-BENZ,GLC-Class,New,December 11 2020,Original Title,January 11 2021,2021,King,SEATTLE,98199.0
362317,WAUUPBFFXJ,282958903,2018,AUDI,A3,New,,Original Registration,October 05 2018,2018,King,SEATTLE,98126.0
362387,KM8HE3A62R,261273260,2024,HYUNDAI,Kona Electric,New,January 22 2024,Original Title,February 28 2024,2024,King,SEATTLE,98115.0
362488,3FMTK1R4XP,266966087,2023,FORD,Mustang Mach-E,New,April 19 2024,Original Title,May 24 2024,2024,King,SNOQUALMIE,98065.0
362510,1GYKPSRL6R,263256696,2024,CADILLAC,Lyriq,New,March 17 2024,Original Title,April 02 2024,2024,King,FEDERAL WAY,98023.0
362767,YV4BR0CL1L,101563752,2020,VOLVO,XC90,New,,Original Registration,March 13 2020,2020,King,SEATTLE,98103.0
362850,WA1M2BFZ3P,237661959,2023,AUDI,Q4,New,April 25 2023,Original Title,June 06 2023,2023,King,SEATTLE,98105.0
363024,YV4BR0DK2J,150273595,2018,VOLVO,XC60,New,,Original Registration,February 20 2018,2018,King,SEATTLE,98115.0
363062,5YJXCBE49H,220801087,2017,TESLA,Model X,New,July 06 2017,Original Title,July 26 2017,2017,King,MERCER ISLAND,98040.0
363293,5YJSA1E41F,148659094,2015,TESLA,Model S,New,November 20 2015,Original Title,December 09 2015,2015,Kitsap,POULSBO,98370.0
363328,JTJABABB0R,267868030,2024,LEXUS,RZ,New,May 08 2024,Original Title,July 31 2024,2024,Kitsap,BREMERTON,98312.0
